City ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
302,Yeppoon,75,AU,1610292725,69,-23.1333,150.7333,75.2,12.66
303,Atar,0,MR,1610292725,22,20.5169,-13.0499,71.26,23.62
304,Vila Velha,20,BR,1610292458,62,-20.3297,-40.2925,89.01,14.97
305,San Policarpo,100,PH,1610292725,84,12.1791,125.5072,79.34,21.09
306,Ikungi,100,TZ,1610292726,89,-5.1333,34.7667,61.97,5.91
307,Pingliang,0,CN,1610292726,70,35.5392,106.6861,16.57,8.57
308,Maïné Soroa,25,NE,1610292726,12,13.2114,12.0241,88.81,13.31
309,Dubbo,0,AU,1610292726,82,-32.25,148.6167,64.4,10.36
310,Muriwai Beach,81,NZ,1610292726,75,-36.8167,174.45,63.0,9.48
311,Balabac,100,PH,1610292726,80,7.9868,117.0645,81.84,24.45
312,Prince Rupert,90,CA,1610292726,93,54.3161,-130.3201,46.4,18.41
313,Petropavlovsk-Kamchatskiy,2,RU,1610292604,78,53.0452,158.6483,3.2,6.71
314,Nouadhibou,0,MR,1610292727,30,20.931,-17.0347,71.6,28.77
315,San Cristobal,75,VE,1610292727,89,7.7669,-72.225,78.8,10.36
316,Uglegorsk,100,RU,1610292727,89,49.0833,142.0333,-0.62,6.06
317,Makat,98,KZ,1610292727,93,47.6469,53.3463,32.94,4.83
318,Cosenza,40,IT,1610292727,82,39.31,16.2502,62.6,20.71
319,Atbasar,100,KZ,1610292727,92,51.8,68.3333,15.85,14.47
320,Bilāra,0,IN,1610292727,31,26.1792,73.7056,59.79,10.42
321,Puri,20,IN,1610292727,73,19.8,85.85,75.2,7.52
322,Aripuanã,56,BR,1610292727,79,-9.1667,-60.6333,85.46,3.31
323,Takhtamygda,30,RU,1610292728,86,54.1,123.5667,-16.44,1.12
324,Morro Bay,1,US,1610292728,65,35.3658,-120.8499,48.0,7.38
325,Port Elizabeth,90,ZA,1610292728,64,-33.918,25.5701,69.8,10.36
